Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Q3-D3-LSA: D3.js and Generalized Vector Space Models for Statistical Computing,Handbook of Big Data Analytics,,,,10.1007/978-3-319-18284-1_16,Lukas BorkeWolfgang K. Härdle,2018,https://link.springer.com/chapter/10.1007/978-3-319-18284-1_16,Chapter
Roads to Nowhere: Irish Roads Protests,Contemporary Irish Writing and Environmentalism,,,,10.1007/978-3-319-95897-2_1,Donna L. Potts,2018,https://link.springer.com/chapter/10.1007/978-3-319-95897-2_1,Chapter
"When Beliefs and Logic Contradict: Issues of Values, Religion and Culture",Advances in Culturally-Aware Intelligent Systems and in Cross-Cultural Psychological Studies,,,,10.1007/978-3-319-67024-9_17,Vladimíra Čavojová,2018,https://link.springer.com/chapter/10.1007/978-3-319-67024-9_17,Chapter
Databases and SQL,PHP 7 Zend Certification Study Guide,,,,10.1007/978-1-4842-3246-0_10,Andrew Beak,2017,https://link.springer.com/chapter/10.1007/978-1-4842-3246-0_10,Chapter
Introduction to the Biml Language,The Biml Book,,,,10.1007/978-1-4842-3135-7_2,Andy LeonardScott CurrieJacob AlleyMartin AnderssonPeter AvenantBill FellowsSimon PeckReeves SmithRaymond SondakBenjamin WeissmanCathrine Wilhelmsen,2017,https://link.springer.com/chapter/10.1007/978-1-4842-3135-7_2,Chapter
Firebase Cloud Messaging,The Definitive Guide to Firebase,,,,10.1007/978-1-4842-2943-9_9,Laurence Moroney,2017,https://link.springer.com/chapter/10.1007/978-1-4842-2943-9_9,Chapter
LDAP,Securing the Perimeter,,,,10.1007/978-1-4842-2601-8_2,Michael SchwartzMaciej Machulak,2018,https://link.springer.com/chapter/10.1007/978-1-4842-2601-8_2,Chapter
Using MongoDB with PHP,Pro MongoDB™ Development,,,,10.1007/978-1-4842-1598-2_3,Deepak Vohra,2015,https://link.springer.com/chapter/10.1007/978-1-4842-1598-2_3,Chapter
Developing Applications Using SQL with MySQL NDB Cluster,Pro MySQL NDB Cluster,,,,10.1007/978-1-4842-2982-8_18,Jesper Wisborg KroghMikiya Okuno,2017,https://link.springer.com/chapter/10.1007/978-1-4842-2982-8_18,Chapter
A Systematic Hands-On Approach to Generate Real-Life Intrusion Datasets,Network Traffic Anomaly Detection and Prevention,,,,10.1007/978-3-319-65188-0_3,Monowar H. BhuyanDhruba K. BhattacharyyaJugal K. Kalita,2017,https://link.springer.com/chapter/10.1007/978-3-319-65188-0_3,Chapter
Directory Services,Pro Linux System Administration,,,,10.1007/978-1-4842-2008-5_16,Dennis MatotekJames TurnbullPeter Lieverdink,2017,https://link.springer.com/chapter/10.1007/978-1-4842-2008-5_16,Chapter
Conceptual Modeling in Accelerating Information Ingest into Family Tree,Conceptual Modeling Perspectives,,,,10.1007/978-3-319-67271-7_6,David W. EmbleyStephen W. LiddleTanner S. EastmondDeryle W. LonsdaleJoseph P. PriceScott N. Woodfield,2017,https://link.springer.com/chapter/10.1007/978-3-319-67271-7_6,Chapter
"E-Commerce: Regulatory, Ethical, and Social Environments",Electronic Commerce 2018,,,,10.1007/978-3-319-58715-8_15,Efraim TurbanJon OutlandDavid KingJae Kyu LeeTing-Peng LiangDeborrah C. Turban,2018,https://link.springer.com/chapter/10.1007/978-3-319-58715-8_15,Chapter
Exploring a LOD-Based Application for Military Movie Retrieval,"HCI in Business, Government, and Organizations: eCommerce and Innovation",,,,10.1007/978-3-319-39396-4_27,Liang-Chu ChenJen-Tsung TsengYen-Hsuan LienChia-Jung HsiehI-Chiang Shih,2016,https://link.springer.com/chapter/10.1007/978-3-319-39396-4_27,Conference paper
Databases,Practical C,,,,10.1007/978-1-4842-1769-6_12,Giulio Zambon,2016,https://link.springer.com/chapter/10.1007/978-1-4842-1769-6_12,Chapter
Web Server Using Mongoose,Practical C,,,,10.1007/978-1-4842-1769-6_13,Giulio Zambon,2016,https://link.springer.com/chapter/10.1007/978-1-4842-1769-6_13,Chapter
Building Low-Cost MySQL Data Nodes,MySQL for the Internet of Things,,,,10.1007/978-1-4842-1293-6_6,Charles Bell,2016,https://link.springer.com/chapter/10.1007/978-1-4842-1293-6_6,Chapter
Connecting to a Database with PHP and SQL,PHP Solutions,,,,10.1007/978-1-4842-0635-5_11,David Powers,2014,https://link.springer.com/chapter/10.1007/978-1-4842-0635-5_11,Chapter
Q,JavaScript Frameworks for Modern Web Dev,,,,10.1007/978-1-4842-0662-1_14,Tim AmblerNicholas Cloud,2015,https://link.springer.com/chapter/10.1007/978-1-4842-0662-1_14,Chapter
Participation in Worker Cooperatives,"The Palgrave Handbook of Volunteering, Civic Participation, and Nonprofit Associations",,,,10.1007/978-1-137-26317-9_21,Marcelo VietaJack QuarterRoger SpearAlexandra Moskovskaya,2016,https://link.springer.com/chapter/10.1007/978-1-137-26317-9_21,Chapter
It is Not about “Being Best in the World” … It is about “Being Best for the World”,Non-cognitive Skills and Factors in Educational Attainment,,,,10.1007/978-94-6300-591-3_16,Margaret Anne CarterMerilyn DassonKaterina Kanakis,2016,https://link.springer.com/chapter/10.1007/978-94-6300-591-3_16,Chapter
Insurance Online: Regulation and Consumer Protection in a Cyber World,"The ""Dematerialized"" Insurance",,,,10.1007/978-3-319-28410-1_5,Aviva AbramovskyPeter Kochenburger,2016,https://link.springer.com/chapter/10.1007/978-3-319-28410-1_5,Chapter
Mach,JavaScript Frameworks for Modern Web Dev,,,,10.1007/978-1-4842-0662-1_10,Tim AmblerNicholas Cloud,2015,https://link.springer.com/chapter/10.1007/978-1-4842-0662-1_10,Chapter
WebSockets,Pro HTML5 with Visual Studio 2015,,,,10.1007/978-1-4842-1147-2_13,Mark J. Collins,2015,https://link.springer.com/chapter/10.1007/978-1-4842-1147-2_13,Chapter
Generic Private Social Network for Knowledge Management,Web Information Systems Engineering – WISE 2014 Workshops,,,,10.1007/978-3-319-20370-6_3,Jiří KubalíkJaroslav PokornýMartin VitaPeter Vojtáš,2015,https://link.springer.com/chapter/10.1007/978-3-319-20370-6_3,Conference paper
Virtualization with KVM,Practical Linux Infrastructure,,,,10.1007/978-1-4842-0511-2_3,Syed Ali,2015,https://link.springer.com/chapter/10.1007/978-1-4842-0511-2_3,Chapter
MySQL and MariaDB,Cyber Operations,,,,10.1007/978-1-4842-0457-3_15,Mike O’Leary,2015,https://link.springer.com/chapter/10.1007/978-1-4842-0457-3_15,Chapter
The Authorities of Autonomy and English Only: Serving Whose Interests?,Resistance to the Known,,,,10.1057/9781137345196_5,Damian J. Rivers,2015,https://link.springer.com/chapter/10.1057/9781137345196_5,Chapter
Semantic Web Development Tools,Mastering Structured Data on the Semantic Web,,,,10.1007/978-1-4842-1049-9_4,Leslie F. Sikos,2015,https://link.springer.com/chapter/10.1007/978-1-4842-1049-9_4,Chapter
The Mirror API,Beginning Google Glass Development,,,,10.1007/978-1-4302-6787-4_10,Jeff Tang,2014,https://link.springer.com/chapter/10.1007/978-1-4302-6787-4_10,Chapter
Authenticating Users with a Database,PHP Solutions,,,,10.1007/978-1-4842-0635-5_17,David Powers,2014,https://link.springer.com/chapter/10.1007/978-1-4842-0635-5_17,Chapter
Managing Content,PHP Solutions,,,,10.1007/978-1-4842-0635-5_13,David Powers,2014,https://link.springer.com/chapter/10.1007/978-1-4842-0635-5_13,Chapter
Managing Multiple Database Tables,PHP Solutions,,,,10.1007/978-1-4842-0635-5_16,David Powers,2014,https://link.springer.com/chapter/10.1007/978-1-4842-0635-5_16,Chapter
Creating a Dynamic Photo Gallery,PHP Solutions,,,,10.1007/978-1-4842-0635-5_12,David Powers,2014,https://link.springer.com/chapter/10.1007/978-1-4842-0635-5_12,Chapter
Pulling Data from Multiple Tables,PHP Solutions,,,,10.1007/978-1-4842-0635-5_15,David Powers,2014,https://link.springer.com/chapter/10.1007/978-1-4842-0635-5_15,Chapter
Concepts for a Social Workflow Platform,Foundations for a Social Workflow Platform,,,,10.1007/978-3-658-13533-1_4,M. Sebastian E. K. Görg,2016,https://link.springer.com/chapter/10.1007/978-3-658-13533-1_4,Chapter
Formatting Text and Dates,PHP Solutions,,,,10.1007/978-1-4842-0635-5_14,David Powers,2014,https://link.springer.com/chapter/10.1007/978-1-4842-0635-5_14,Chapter
Snort,Cyber Operations,,,,10.1007/978-1-4842-0457-3_16,Mike O’Leary,2015,https://link.springer.com/chapter/10.1007/978-1-4842-0457-3_16,Chapter
JavaServer Pages,JavaServer Faces,,,,10.1007/978-1-4842-0838-0_2,Josh Juneau,2014,https://link.springer.com/chapter/10.1007/978-1-4842-0838-0_2,Chapter
How Does the Web Work?,Dart for Absolute Beginners,,,,10.1007/978-1-4302-6482-8_7,David Kopec,2014,https://link.springer.com/chapter/10.1007/978-1-4302-6482-8_7,Chapter
Emerginov: An Open PHP PaaS to Stimulate and Animate Local Co-innovation,e-Infrastructure and e-Services for Developing Countries,,,,10.1007/978-3-642-41178-6_13,Morgan RichommeDavid BlaisonneauBenoit HerardBabacar NgomGeerish Suddul,2013,https://link.springer.com/chapter/10.1007/978-3-642-41178-6_13,Conference paper
"E-Commerce: Regulatory, Ethical, and Social Environments",Electronic Commerce,,,,10.1007/978-3-319-10091-3_15,Efraim TurbanDavid KingJae Kyu LeeTing-Peng LiangDeborrah C. Turban,2015,https://link.springer.com/chapter/10.1007/978-3-319-10091-3_15,Chapter
Usability Methodological Procedures Applied on an Institutional Site,"Design, User Experience, and Usability. User Experience Design Practice",,,,10.1007/978-3-319-07638-6_41,Lúcia Satiko NomisoLuis Carlos Paschoarelli,2014,https://link.springer.com/chapter/10.1007/978-3-319-07638-6_41,Conference paper
Retired to Greener Pastures: The Public Costs of Private Judging,"Justice, Conflict and Wellbeing",,,,10.1007/978-1-4939-0623-9_11,Maureen A. Weston,2014,https://link.springer.com/chapter/10.1007/978-1-4939-0623-9_11,Chapter
Web Services,Android Best Practices,,,,10.1007/978-1-4302-5858-2_8,Godfrey NolanOnur CinarDavid Truxall,2014,https://link.springer.com/chapter/10.1007/978-1-4302-5858-2_8,Chapter
The Role of Democratic State in Inter-Religious Relations: Theoretical and Historical Considerations in Respect of Countries in Transition,The Role of Religion in Eastern Europe Today,,,,10.1007/978-3-658-02441-3_3,Sabine Riedel,2015,https://link.springer.com/chapter/10.1007/978-3-658-02441-3_3,Chapter
Using R with Data and Bigger Data,R for Cloud Computing,,,,10.1007/978-1-4939-1702-0_6,A Ohri,2014,https://link.springer.com/chapter/10.1007/978-1-4939-1702-0_6,Chapter
"Culture, Nationalism, and Intercountry Adoption",Adoption: A Brief Social and Cultural History,,,,10.1057/9781137333919_5,Peter Conn,2013,https://link.springer.com/chapter/10.1057/9781137333919_5,Chapter
Religious Organizations in Post-Communist Central and Southeastern Europe: An Introduction,Religion and Politics in Post-Socialist Central and Southeastern Europe,,,,10.1057/9781137330727_1,Sabrina P. Ramet,2014,https://link.springer.com/chapter/10.1057/9781137330727_1,Chapter
JavaServer Pages,Java EE 7 Recipes,,,,10.1007/978-1-4302-4426-4_2,Josh Juneau,2013,https://link.springer.com/chapter/10.1007/978-1-4302-4426-4_2,Chapter
The Grants Register,The Grants Register 2017,,,,10.1007/978-1-349-70229-9_1,Ruth Lefevre,2016,https://link.springer.com/rwe/10.1007/978-1-349-70229-9_1,Reference work entry
Using a Hybrid Neural Network to Predict the NTD/USD Exchange Rate,Proceedings of the 2012 International Conference of Modern Computer Science and Applications,,,,10.1007/978-3-642-33030-8_70,Han-Chen Huang,2013,https://link.springer.com/chapter/10.1007/978-3-642-33030-8_70,Conference paper
Data Adapters,Enterprise Systems Integration,,,,10.1007/978-3-642-40796-3_5,Diogo R. Ferreira,2013,https://link.springer.com/chapter/10.1007/978-3-642-40796-3_5,Chapter
Word Equations with Length Constraints: What’s Decidable?,Hardware and Software: Verification and Testing,,,,10.1007/978-3-642-39611-3_21,Vijay GaneshMia MinnesArmando Solar-LezamaMartin Rinard,2013,https://link.springer.com/chapter/10.1007/978-3-642-39611-3_21,Conference paper
Data Services,Pro T-SQL 2012 Programmer’s Guide,,,,10.1007/978-1-4302-4597-1_16,Jay NatarajanRudi BruchezScott ShawMichael Coles,2012,https://link.springer.com/chapter/10.1007/978-1-4302-4597-1_16,Chapter
Preliminaries,Recommender Systems and the Social Web,,,,10.1007/978-3-658-01948-8_2,Fatih Gedikli,2013,https://link.springer.com/chapter/10.1007/978-3-658-01948-8_2,Chapter
Content Delivery Networks,Practical Load Balancing,,,,10.1007/978-1-4302-3681-8_5,Peter MembreyDavid HowsEelco Plugge,2012,https://link.springer.com/chapter/10.1007/978-1-4302-3681-8_5,Chapter
"iPhone Girl: Assembly, Assemblages and Affect in the Life of an Image","Public Space, Media Space",,,,10.1057/9781137027764_7,Helen Grace,2013,https://link.springer.com/chapter/10.1057/9781137027764_7,Chapter
The Grants Register,The Grants Register 2016,,,,10.1007/978-1-349-68305-5_1,,2015,https://link.springer.com/chapter/10.1007/978-1-349-68305-5_1,Chapter
Load Balancing Your Web Site,Practical Load Balancing,,,,10.1007/978-1-4302-3681-8_8,Peter MembreyDavid HowsEelco Plugge,2012,https://link.springer.com/chapter/10.1007/978-1-4302-3681-8_8,Chapter
Oracle 12c New Features,Expert Consolidation in Oracle Database 12c,,,,10.1007/978-1-4302-4429-5_2,Martin Bach,2013,https://link.springer.com/chapter/10.1007/978-1-4302-4429-5_2,Chapter
The AVANTSSAR Platform for the Automated Validation of Trust and Security of Service-Oriented Architectures,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-642-28756-5_19,Alessandro ArmandoWihem ArsacTigran AvanesovMichele BarlettaAlberto CalviAlessandro CappaiRoberto CarboneYannick ChevalierLuca CompagnaJorge CuéllarGabriel ErzseSimone FrauMarius MineaSebastian MödersheimDavid von OheimbGiancarlo PellegrinoSerena Elisa PontaMarco RocchettoMichael RusinowitchMohammad Torabi DashtiMathieu TuruaniLuca Viganò,2012,https://link.springer.com/chapter/10.1007/978-3-642-28756-5_19,Conference paper
