Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Regular Expressions for Network Automation,Introduction to Python Network Automation Volume I - Laying the Groundwork,,,,10.1007/979-8-8688-0146-4_9,Brendan Choi,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0146-4_9,Chapter
Sample Apache Configurations,Apache Essentials,,,,10.1007/978-1-4842-8324-0_7,Darren James Harkness,2022,https://link.springer.com/chapter/10.1007/978-1-4842-8324-0_7,Chapter
Recent Techniques Supporting Vulnerabilities Management for Secure Online Apps,Advances in Cybersecurity Management,,,,10.1007/978-3-030-71381-2_12,Tun Myat AungNi Ni Hla,2021,https://link.springer.com/chapter/10.1007/978-3-030-71381-2_12,Chapter
Code Injection Prevention in Content Management Systems Using Machine Learning,Computational Vision and Bio-Inspired Computing,,,,10.1007/978-981-16-9573-5_4,C. KavithamaniR. S. Sankara SubramanianSrinevasan KrishnamurthyJayakrishnan ChathuGayatri Iyer,2022,https://link.springer.com/chapter/10.1007/978-981-16-9573-5_4,Conference paper
Class,PHP 8 Quick Scripting Reference,,,,10.1007/978-1-4842-6619-9_9,Mikael Olsson,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6619-9_9,Chapter
"Config, Cache, Sessions, Filesystems",Pro PHP 8 MVC,,,,10.1007/978-1-4842-6957-2_10,Christopher Pitt,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6957-2_10,Chapter
"Reclassifying Engine Warnings, or How I Learned to Stop Worrying and Log the Bugs",PHP 8 Revealed,,,,10.1007/978-1-4842-6818-6_4,Gunnard Engebreth,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6818-6_4,Chapter
Sessions,PHP 8 Quick Scripting Reference,,,,10.1007/978-1-4842-6619-9_25,Mikael Olsson,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6619-9_25,Chapter
"Learning Ansible Basic Concepts IV: Users, Roles, Host Variables, Templates, and Password Vault",Introduction to Ansible Network Automation,,,,10.1007/978-1-4842-9624-0_10,Brendan ChoiErwin Medina,2023,https://link.springer.com/chapter/10.1007/978-1-4842-9624-0_10,Chapter
Factories and Aggregates,Domain-Driven Laravel,,,,10.1007/978-1-4842-6023-4_15,Jesse Griffin,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6023-4_15,Chapter
Nullsafe Operator,PHP 8 Revealed,,,,10.1007/978-1-4842-6818-6_5,Gunnard Engebreth,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6818-6_5,Chapter
Advanced Features,"PHP 8 Objects, Patterns, and Practice",,,,10.1007/978-1-4842-6791-2_4,Matt Zandstra,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6791-2_4,Chapter
Weak Maps,PHP 8 Revealed,,,,10.1007/978-1-4842-6818-6_9,Gunnard Engebreth,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6818-6_9,Chapter
Advanced Web,Handbook for CTFers,,,,10.1007/978-981-19-0336-6_2,,2022,https://link.springer.com/chapter/10.1007/978-981-19-0336-6_2,Chapter
Building a Template Engine,Pro PHP 8 MVC,,,,10.1007/978-1-4842-6957-2_4,Christopher Pitt,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6957-2_4,Chapter
Automated Build with Phing,"PHP 8 Objects, Patterns, and Practice",,,,10.1007/978-1-4842-6791-2_19,Matt Zandstra,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6791-2_19,Chapter
Databases,Practical Internet Server Configuration,,,,10.1007/978-1-4842-6960-2_11,Robert La Lau,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6960-2_11,Chapter
Database Patterns,"PHP 8 Objects, Patterns, and Practice",,,,10.1007/978-1-4842-6791-2_13,Matt Zandstra,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6791-2_13,Chapter
Data Objects,Learn PHP 8,,,,10.1007/978-1-4842-6240-5_7,Steve Prettyman,2020,https://link.springer.com/chapter/10.1007/978-1-4842-6240-5_7,Chapter
Generating Objects,"PHP 8 Objects, Patterns, and Practice",,,,10.1007/978-1-4842-6791-2_9,Matt Zandstra,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6791-2_9,Chapter
Application Layer,Fundamentals of IoT Communication Technologies,,,,10.1007/978-3-030-70080-5_5,Rolando Herrero,2022,https://link.springer.com/chapter/10.1007/978-3-030-70080-5_5,Chapter
Snowflake,The Azure Data Lakehouse Toolkit,,,,10.1007/978-1-4842-8233-5_2,Ron L’Esteve,2022,https://link.springer.com/chapter/10.1007/978-1-4842-8233-5_2,Chapter
Handling and Logging Exceptions,Learn PHP 8,,,,10.1007/978-1-4842-6240-5_6,Steve Prettyman,2020,https://link.springer.com/chapter/10.1007/978-1-4842-6240-5_6,Chapter
Working with Arrays,PHP 7 Solutions,,,,10.1007/978-1-4842-4338-1_8,David Powers,2019,https://link.springer.com/chapter/10.1007/978-1-4842-4338-1_8,Chapter
Pages That Remember: Simple Login and Multipage Forms,PHP 7 Solutions,,,,10.1007/978-1-4842-4338-1_11,David Powers,2019,https://link.springer.com/chapter/10.1007/978-1-4842-4338-1_11,Chapter
A Detailed Analysis of Intruders’ Activities in the Network Through the Real-Time Virtual Honeynet Experimentation,Artificial Intelligence and Evolutionary Computations in Engineering Systems,,,,10.1007/978-981-15-0199-9_4,Rajarajan GanesarathinamM. Amutha PrabakarMuthukumaran SingaraveluA. Leo Fernandez,2020,https://link.springer.com/chapter/10.1007/978-981-15-0199-9_4,Conference paper
Multifunctional Interfaces,Learn PHP 8,,,,10.1007/978-1-4842-6240-5_9,Steve Prettyman,2020,https://link.springer.com/chapter/10.1007/978-1-4842-6240-5_9,Chapter
PHP Basics,PHP 7 Zend Certification Study Guide,,,,10.1007/978-1-4842-3246-0_1,Andrew Beak,2017,https://link.springer.com/chapter/10.1007/978-1-4842-3246-0_1,Chapter
Object-Oriented PHP,PHP 7 Zend Certification Study Guide,,,,10.1007/978-1-4842-3246-0_5,Andrew Beak,2017,https://link.springer.com/chapter/10.1007/978-1-4842-3246-0_5,Chapter
Running Your Site with a Certificate from a Certificate Authority,Web-Based Projects that Rock the Class,,,,10.1007/978-1-4842-4463-0_9,Christos Karayiannis,2019,https://link.springer.com/chapter/10.1007/978-1-4842-4463-0_9,Chapter
Metasploit,Quick Start Guide to Penetration Testing,,,,10.1007/978-1-4842-4270-4_3,Sagar Rahalkar,2019,https://link.springer.com/chapter/10.1007/978-1-4842-4270-4_3,Chapter
Session Handlers,Beginning PHP and MySQL,,,,10.1007/978-1-4302-6044-8_17,Frank M. Kromann,2018,https://link.springer.com/chapter/10.1007/978-1-4302-6044-8_17,Chapter
E-commerce: A Brief Introduction,"Practical PHP 7, MySQL 8, and MariaDB Website Databases",,,,10.1007/978-1-4842-3843-1_11,Adrian W. WestSteve Prettyman,2018,https://link.springer.com/chapter/10.1007/978-1-4842-3843-1_11,Chapter
Defending the Windows Domain,Cyber Operations,,,,10.1007/978-1-4842-4294-0_12,Mike O’Leary,2019,https://link.springer.com/chapter/10.1007/978-1-4842-4294-0_12,Chapter
Unifying Speech and Computation,"Digitalisation, Innovation, and Transformation",,,,10.1007/978-3-319-94541-5_17,Martin John Wheatman,2018,https://link.springer.com/chapter/10.1007/978-3-319-94541-5_17,Conference paper
Web Features,PHP 7 Zend Certification Study Guide,,,,10.1007/978-1-4842-3246-0_9,Andrew Beak,2017,https://link.springer.com/chapter/10.1007/978-1-4842-3246-0_9,Chapter
Using Functional Programming in Objected-Oriented and Procedural Applications,Pro Functional PHP Programming,,,,10.1007/978-1-4842-2958-3_7,Rob Aley,2017,https://link.springer.com/chapter/10.1007/978-1-4842-2958-3_7,Chapter
Simple Arrays,PHP Arrays,,,,10.1007/978-1-4842-2556-1_2,Steve Prettyman,2017,https://link.springer.com/chapter/10.1007/978-1-4842-2556-1_2,Chapter
Functional Programming: Key Concepts,Pro Functional PHP Programming,,,,10.1007/978-1-4842-2958-3_2,Rob Aley,2017,https://link.springer.com/chapter/10.1007/978-1-4842-2958-3_2,Chapter
Multidimensional Arrays,PHP Arrays,,,,10.1007/978-1-4842-2556-1_3,Steve Prettyman,2017,https://link.springer.com/chapter/10.1007/978-1-4842-2556-1_3,Chapter
Associative and Object Arrays,PHP Arrays,,,,10.1007/978-1-4842-2556-1_4,Steve Prettyman,2017,https://link.springer.com/chapter/10.1007/978-1-4842-2556-1_4,Chapter
Observer,Design Patterns in PHP and Laravel,,,,10.1007/978-1-4842-2451-9_22,Kelt Dockins,2017,https://link.springer.com/chapter/10.1007/978-1-4842-2451-9_22,Chapter
Variable Testing,PHP 7 Quick Scripting Reference,,,,10.1007/978-1-4842-1922-5_20,Mikael Olsson,2016,https://link.springer.com/chapter/10.1007/978-1-4842-1922-5_20,Chapter
Interpreter,Design Patterns in PHP and Laravel,,,,10.1007/978-1-4842-2451-9_18,Kelt Dockins,2017,https://link.springer.com/chapter/10.1007/978-1-4842-2451-9_18,Chapter
Ranking Programming Languages for Evolutionary Algorithm Operations,Applications of Evolutionary Computation,,,,10.1007/978-3-319-55849-3_44,Juan-Julián Merelo-GuervósIsrael Blancas-ÁlvarezPedro A. CastilloGustavo RomeroPablo García-SánchezVictor M. RivasMario García-ValdezAmaury Hernández-ÁguilaMario Román,2017,https://link.springer.com/chapter/10.1007/978-3-319-55849-3_44,Conference paper
Data Formats and Types,PHP 7 Zend Certification Study Guide,,,,10.1007/978-1-4842-3246-0_7,Andrew Beak,2017,https://link.springer.com/chapter/10.1007/978-1-4842-3246-0_7,Chapter
Overloading,PHP 7 Quick Scripting Reference,,,,10.1007/978-1-4842-1922-5_21,Mikael Olsson,2016,https://link.springer.com/chapter/10.1007/978-1-4842-1922-5_21,Chapter
Classes and Objects,PHP and MySQL Recipes,,,,10.1007/978-1-4842-0605-8_2,Frank M. Kromann,2016,https://link.springer.com/chapter/10.1007/978-1-4842-0605-8_2,Chapter
Performance and Stability—Profiling and Improving,PHP Beyond the Web,,,,10.1007/978-1-4842-2481-6_9,Rob Aley,2016,https://link.springer.com/chapter/10.1007/978-1-4842-2481-6_9,Chapter
Working with Arrays,PHP and MySQL Recipes,,,,10.1007/978-1-4842-0605-8_4,Frank M. Kromann,2016,https://link.springer.com/chapter/10.1007/978-1-4842-0605-8_4,Chapter
Type Conversions,PHP 7 Quick Scripting Reference,,,,10.1007/978-1-4842-1922-5_19,Mikael Olsson,2016,https://link.springer.com/chapter/10.1007/978-1-4842-1922-5_19,Chapter
Looking at Swift Basics for Playgrounds,Exploring Swift Playgrounds,,,,10.1007/978-1-4842-2647-6_3,Jesse Feiler,2017,https://link.springer.com/chapter/10.1007/978-1-4842-2647-6_3,Chapter
Magic Methods,PHP 7 Quick Scripting Reference,,,,10.1007/978-1-4842-1922-5_22,Mikael Olsson,2016,https://link.springer.com/chapter/10.1007/978-1-4842-1922-5_22,Chapter
Variables,PHP and MySQL Recipes,,,,10.1007/978-1-4842-0605-8_10,Frank M. Kromann,2016,https://link.springer.com/chapter/10.1007/978-1-4842-0605-8_10,Chapter
Web and SQL Services,Pro Linux System Administration,,,,10.1007/978-1-4842-2008-5_11,Dennis MatotekJames TurnbullPeter Lieverdink,2017,https://link.springer.com/chapter/10.1007/978-1-4842-2008-5_11,Chapter
Virtualization and Cloud Computing,Cloud Mobile Networks,,,,10.1007/978-3-319-54496-0_2,Mojtaba VaeziYing Zhang,2017,https://link.springer.com/chapter/10.1007/978-3-319-54496-0_2,Chapter
PHP and MongoDB,The Definitive Guide to MongoDB,,,,10.1007/978-1-4842-1182-3_6,David HowsPeter MembreyEelco PluggeTim Hawkins,2015,https://link.springer.com/chapter/10.1007/978-1-4842-1182-3_6,Chapter
Accessing the Database Using PHP,Make an E-commerce Site in a Weekend,,,,10.1007/978-1-4842-1672-9_3,Bintu Harwani,2015,https://link.springer.com/chapter/10.1007/978-1-4842-1672-9_3,Chapter
Class,PHP 7 Quick Scripting Reference,,,,10.1007/978-1-4842-1922-5_9,Mikael Olsson,2016,https://link.springer.com/chapter/10.1007/978-1-4842-1922-5_9,Chapter
Object-Oriented Programming,Pro PHP and jQuery,,,,10.1007/978-1-4842-1230-1_3,Jason LengstorfKeith Wald,2016,https://link.springer.com/chapter/10.1007/978-1-4842-1230-1_3,Chapter
Data Objects,Learn PHP 7,,,,10.1007/978-1-4842-1730-6_6,Steve Prettyman,2016,https://link.springer.com/chapter/10.1007/978-1-4842-1730-6_6,Chapter
Sessions,PHP 7 Quick Scripting Reference,,,,10.1007/978-1-4842-1922-5_25,Mikael Olsson,2016,https://link.springer.com/chapter/10.1007/978-1-4842-1922-5_25,Chapter
Handling and Logging Exceptions,Learn PHP 7,,,,10.1007/978-1-4842-1730-6_5,Steve Prettyman,2016,https://link.springer.com/chapter/10.1007/978-1-4842-1730-6_5,Chapter
Passing Variables to a PHP Script II,Web Programming with PHP and MySQL,,,,10.1007/978-3-319-22659-0_10,Max Bramer,2015,https://link.springer.com/chapter/10.1007/978-3-319-22659-0_10,Chapter
Advanced Features,"PHP Objects, Patterns, and Practice",,,,10.1007/978-1-4842-1996-6_4,Matt Zandstra,2016,https://link.springer.com/chapter/10.1007/978-1-4842-1996-6_4,Chapter
Goodies,Learn CakePHP,,,,10.1007/978-1-4842-1212-7_14,Rādhārādhya Dāsa,2016,https://link.springer.com/chapter/10.1007/978-1-4842-1212-7_14,Chapter
Talking to the System,PHP Beyond the Web,,,,10.1007/978-1-4842-2481-6_8,Rob Aley,2016,https://link.springer.com/chapter/10.1007/978-1-4842-2481-6_8,Chapter
Benchmarking Languages for Evolutionary Algorithms,Applications of Evolutionary Computation,,,,10.1007/978-3-319-31153-1_3,J. J. MereloPedro CastilloIsrael BlancasGustavo RomeroPablo García-SanchezAntonio Fernández-AresVíctor RivasMario García-Valdez,2016,https://link.springer.com/chapter/10.1007/978-3-319-31153-1_3,Conference paper
"Topic 105: Shells, Scripting, and Databases",Practical LPIC-1 Linux Certification Study Guide,,,,10.1007/978-1-4842-2358-1_5,David Clinton,2016,https://link.springer.com/chapter/10.1007/978-1-4842-2358-1_5,Chapter
Automated Build with Phing,"PHP Objects, Patterns, and Practice",,,,10.1007/978-1-4842-1996-6_19,Matt Zandstra,2016,https://link.springer.com/chapter/10.1007/978-1-4842-1996-6_19,Chapter
Database Patterns,"PHP Objects, Patterns, and Practice",,,,10.1007/978-1-4842-1996-6_13,Matt Zandstra,2016,https://link.springer.com/chapter/10.1007/978-1-4842-1996-6_13,Chapter
Multifunctional Interfaces,Learn PHP 7,,,,10.1007/978-1-4842-1730-6_8,Steve Prettyman,2016,https://link.springer.com/chapter/10.1007/978-1-4842-1730-6_8,Chapter
Generating Objects,"PHP Objects, Patterns, and Practice",,,,10.1007/978-1-4842-1996-6_9,Matt Zandstra,2016,https://link.springer.com/chapter/10.1007/978-1-4842-1996-6_9,Chapter
An Executable Formal Semantics of PHP,ECOOP 2014 – Object-Oriented Programming,,,,10.1007/978-3-662-44202-9_23,Daniele FilarettiSergio Maffeis,2014,https://link.springer.com/chapter/10.1007/978-3-662-44202-9_23,Conference paper
Touching Place in Childhood Studies: Situated Encounters with a Community Garden,"Youth Work, Early Education, and Psychology",,,,10.1057/9781137480040_8,Fikile Nxumalo,2016,https://link.springer.com/chapter/10.1057/9781137480040_8,Chapter
Appendices,Web Programming with PHP and MySQL,,,,10.1007/978-3-319-22659-0_19,Max Bramer,2015,https://link.springer.com/chapter/10.1007/978-3-319-22659-0_19,Chapter
Joomla Performance and Speed,Joomla! 3 SEO and Performance,,,,10.1007/978-1-4842-1124-3_18,Simon Kloostra,2015,https://link.springer.com/chapter/10.1007/978-1-4842-1124-3_18,Chapter
Python and MongoDB,The Definitive Guide to MongoDB,,,,10.1007/978-1-4842-1182-3_7,David HowsPeter MembreyEelco PluggeTim Hawkins,2015,https://link.springer.com/chapter/10.1007/978-1-4842-1182-3_7,Chapter
X-Origin Resources,Beginning JSON,,,,10.1007/978-1-4842-0202-9_9,Ben Smith,2015,https://link.springer.com/chapter/10.1007/978-1-4842-0202-9_9,Chapter
Chapter 1: The POSIX Shell and Command-Line Utilities,Shell Scripting Recipes,,,,10.1007/978-1-4842-0220-3_1,Chris F. A. JohnsonJayant Varma,2015,https://link.springer.com/chapter/10.1007/978-1-4842-0220-3_1,Chapter
Pages That Remember: Simple Login and Multipage Forms,PHP Solutions,,,,10.1007/978-1-4842-0635-5_9,David Powers,2014,https://link.springer.com/chapter/10.1007/978-1-4842-0635-5_9,Chapter
PHP and MongoDB,The Definitive Guide to MongoDB,,,,10.1007/978-1-4302-5822-3_6,David HowsPeter MembreyEelco PluggeTim Hawkins,2013,https://link.springer.com/chapter/10.1007/978-1-4302-5822-3_6,Chapter
Apache and ModSecurity,Cyber Operations,,,,10.1007/978-1-4842-0457-3_11,Mike O’Leary,2015,https://link.springer.com/chapter/10.1007/978-1-4842-0457-3_11,Chapter
Uploading Files,PHP Solutions,,,,10.1007/978-1-4842-0635-5_6,David Powers,2014,https://link.springer.com/chapter/10.1007/978-1-4842-0635-5_6,Chapter
Long Proofs of (Seemingly) Simple Formulas,Theory and Applications of Satisfiability Testing – SAT 2014,,,,10.1007/978-3-319-09284-3_10,Mladen MikšaJakob Nordström,2014,https://link.springer.com/chapter/10.1007/978-3-319-09284-3_10,Conference paper
Overloading,PHP Quick Scripting Reference,,,,10.1007/978-1-4302-6284-8_21,Mikael Olsson,2013,https://link.springer.com/chapter/10.1007/978-1-4302-6284-8_21,Chapter
Variable Testing,PHP Quick Scripting Reference,,,,10.1007/978-1-4302-6284-8_20,Mikael Olsson,2013,https://link.springer.com/chapter/10.1007/978-1-4302-6284-8_20,Chapter
Type Conversions,PHP Quick Scripting Reference,,,,10.1007/978-1-4302-6284-8_19,Mikael Olsson,2013,https://link.springer.com/chapter/10.1007/978-1-4302-6284-8_19,Chapter
"Languages, Their Features and Limitations",Serialization and Persistent Objects,,,,10.1007/978-3-642-39323-5_5,Jiri SoukupRaj LokanathMartin Soukup,2014,https://link.springer.com/chapter/10.1007/978-3-642-39323-5_5,Chapter
"Security, Forms, and Error Handling",Expert PHP and MySQL,,,,10.1007/978-1-4302-6008-0_6,Marc Rochkind,2013,https://link.springer.com/chapter/10.1007/978-1-4302-6008-0_6,Chapter
Magic Methods,PHP Quick Scripting Reference,,,,10.1007/978-1-4302-6284-8_22,Mikael Olsson,2013,https://link.springer.com/chapter/10.1007/978-1-4302-6284-8_22,Chapter
Creating Plugins,WordPress for Web Developers,,,,10.1007/978-1-4302-5867-4_13,Stephanie Leary,2013,https://link.springer.com/chapter/10.1007/978-1-4302-5867-4_13,Chapter
Class,PHP Quick Scripting Reference,,,,10.1007/978-1-4302-6284-8_9,Mikael Olsson,2013,https://link.springer.com/chapter/10.1007/978-1-4302-6284-8_9,Chapter
"Custom Post Types, Taxonomies, and Fields",WordPress for Web Developers,,,,10.1007/978-1-4302-5867-4_14,Stephanie Leary,2013,https://link.springer.com/chapter/10.1007/978-1-4302-5867-4_14,Chapter
Sessions,PHP Quick Scripting Reference,,,,10.1007/978-1-4302-6284-8_25,Mikael Olsson,2013,https://link.springer.com/chapter/10.1007/978-1-4302-6284-8_25,Chapter
"Users, Roles, and Capabilities",Pro WordPress Theme Development,,,,10.1007/978-1-4302-5915-2_8,Adam Onishi,2013,https://link.springer.com/chapter/10.1007/978-1-4302-5915-2_8,Chapter
Analysis of Optimization Techniques to Improve User Response Time of Web Applications and Their Implementation for MOODLE,Advances in Information Technology,,,,10.1007/978-3-319-03783-7_14,Priyanka Manchanda,2013,https://link.springer.com/chapter/10.1007/978-3-319-03783-7_14,Conference paper
Advanced Features,"PHP Objects, Patterns, and Practice",,,,10.1007/978-1-4302-6032-5_4,Matt Zandstra,2013,https://link.springer.com/chapter/10.1007/978-1-4302-6032-5_4,Chapter
Biographies,The Palgrave Encyclopedia of Imperialism and Anti-Imperialism,,,,10.1057/9780230392786_1,Immanuel NessZak Cope,2016,https://link.springer.com/chapter/10.1057/9780230392786_1,Chapter
Extending Your Theme,Pro WordPress Theme Development,,,,10.1007/978-1-4302-5915-2_12,Adam Onishi,2013,https://link.springer.com/chapter/10.1007/978-1-4302-5915-2_12,Chapter
Python and MongoDB,The Definitive Guide to MongoDB,,,,10.1007/978-1-4302-5822-3_7,David HowsPeter MembreyEelco PluggeTim Hawkins,2013,https://link.springer.com/chapter/10.1007/978-1-4302-5822-3_7,Chapter
A Declarative-Friendly API for Web Document Manipulation,Practical Aspects of Declarative Languages,,,,10.1007/978-3-642-45284-0_8,Benjamin CanouEmmanuel ChaillouxVincent Balat,2013,https://link.springer.com/chapter/10.1007/978-3-642-45284-0_8,Conference paper
Generating Objects,"PHP Objects, Patterns, and Practice",,,,10.1007/978-1-4302-6032-5_9,Matt Zandstra,2013,https://link.springer.com/chapter/10.1007/978-1-4302-6032-5_9,Chapter
Automated Build with Phing,"PHP Objects, Patterns, and Practice",,,,10.1007/978-1-4302-6032-5_19,Matt Zandstra,2013,https://link.springer.com/chapter/10.1007/978-1-4302-6032-5_19,Chapter
Creating a Theme,WordPress for Web Developers,,,,10.1007/978-1-4302-5867-4_12,Stephanie Leary,2013,https://link.springer.com/chapter/10.1007/978-1-4302-5867-4_12,Chapter
Database Patterns,"PHP Objects, Patterns, and Practice",,,,10.1007/978-1-4302-6032-5_13,Matt Zandstra,2013,https://link.springer.com/chapter/10.1007/978-1-4302-6032-5_13,Chapter
Reports and Other Outputs,Expert PHP and MySQL,,,,10.1007/978-1-4302-6008-0_7,Marc Rochkind,2013,https://link.springer.com/chapter/10.1007/978-1-4302-6008-0_7,Chapter
E-Commerce: A Brief Introduction,Practical PHP and MySQL Web Site Databases,,,,10.1007/978-1-4302-6077-6_11,Adrian W. West,2013,https://link.springer.com/chapter/10.1007/978-1-4302-6077-6_11,Chapter
Data Collection,Web Corpus Construction,,,,10.1007/978-3-031-02152-7_2,Roland SchäferFelix Bildhauer,2013,https://link.springer.com/chapter/10.1007/978-3-031-02152-7_2,Chapter
Administration,Pro PHP MVC,,,,10.1007/978-1-4302-4165-2_20,Chris Pitt,2012,https://link.springer.com/chapter/10.1007/978-1-4302-4165-2_20,Chapter
Sharing,Pro PHP MVC,,,,10.1007/978-1-4302-4165-2_17,Chris Pitt,2012,https://link.springer.com/chapter/10.1007/978-1-4302-4165-2_17,Chapter
Bootstrapping,Pro PHP MVC,,,,10.1007/978-1-4302-4165-2_13,Chris Pitt,2012,https://link.springer.com/chapter/10.1007/978-1-4302-4165-2_13,Chapter
Scaling Puppet,Pro Puppet,,,,10.1007/978-1-4302-6041-7_4,Spencer KrumWilliam Van HevelingenBen KeroJames TurnbullJeffery McCune,2013,https://link.springer.com/chapter/10.1007/978-1-4302-6041-7_4,Chapter
Routing,Pro PHP MVC,,,,10.1007/978-1-4302-4165-2_7,Chris Pitt,2012,https://link.springer.com/chapter/10.1007/978-1-4302-4165-2_7,Chapter
Extending,Pro PHP MVC,,,,10.1007/978-1-4302-4165-2_19,Chris Pitt,2012,https://link.springer.com/chapter/10.1007/978-1-4302-4165-2_19,Chapter
Registration and Login,Pro PHP MVC,,,,10.1007/978-1-4302-4165-2_14,Chris Pitt,2012,https://link.springer.com/chapter/10.1007/978-1-4302-4165-2_14,Chapter
PHP and MySQL,Pro Drupal 7 for Windows Developers,,,,10.1007/978-1-4302-3154-7_3,Brian Travis,2011,https://link.springer.com/chapter/10.1007/978-1-4302-3154-7_3,Chapter
